안녕.안녕히 가세요	안.녕.안.녕.히.가.세.요
어.아이 고마워.아.떨어졌구나	어.아.이.고.마.워.아.떨.어.졌.구.나
어머 아 고맙습니다	어.머.아.고.맙.습.니.다
떨어진 거	떨.어.진.거
먹을 거예요	먹.을.거.예.요
먹을 거예요	먹.을.거.예.요
응 뭔가 신기하지	응.뭔.가.신.기.하.지
응.과자 먹어	응.과.자.먹.어
우와	우.와
뚜껑	뚜.껑
어.뚜껑 반 방향이 반대다.다시	어.뚜.껑.반.방.향.이.반.대.다.다.시
아이 맛있어요	아.이.맛.있.어.요
고마워	고.마.워
아이 착해라	아.이.착.해.라
이제 고만큼만 먹자	이.제.고.만.큼.만.먹.자
요거는 쫌 있다가	요.거.는.쫌.있.다.가
우와.엄마 이거 타고 싶은데	우.와.엄.마.이.거.타.고.싶.은.데
이름도 이거 타고 싶지 않아	이.름.도.이.거.타.고.싶.지.않.아
우와 여기 더 많다 장난감	우.와.여.기.더.많.다.장.난.감
어.이거 카트도 있네	어.이.거.카.트.도.있.네
장난감이 많아요	장.난.감.이.많.아.요
우와.이거 이름 끌 수 있겠는데	우.와.이.거.이.름.끌.수.있.겠.는.데
어.어떻게 생각해	어.어.떻.게.생.각.해
잡을까	잡.을.까
응	응
우와.구슬	우.와.구.슬
응	응
뭔가 소리가 나는 게 있음 참 좋을 텐데	뭔.가.소.리.가.나.는.게.있.음.참.좋.을.텐.데
음악은 없나	음.악.은.없.나
어	어
응	응
이름 재밌어	이.름.재.밌.어
구슬 몇 개	구.슬.몇.개
다섯 개	다.섯.개
빨간색	빨.간.색
초록.아 주황색	초.록.아.주.황.색
이름야 이건 바람개비처럼 돌아가네요	이.름.야.이.건.바.람.개.비.처.럼.돌.아.가.네.요
어.여기 거울	어.여.기.거.울
그렇지.일어나서.아이고 이뻐라	그.렇.지.일.어.나.서.아.이.고.이.뻐.라
여기 누가 있나	여.기.누.가.있.나
누가 있나	누.가.있.나
거울 보려면 일어나야 돼	거.울.보.려.면.일.어.나.야.돼
안 되네	안.되.네
으랏차.으.잉	으.랏.차.으.잉
여기 누가 있어요	여.기.누.가.있.어.요
응	응
일어나	일.어.나
읏차	읏.차
읏쪼.읏짜	읏.쪼.읏.짜
요기 가서 놀아 보자	요.기.가.서.놀.아.보.자
어.이거 집에 있는 거랑 비슷하다	어.이.거.집.에.있.는.거.랑.비.슷.하.다
탑 쌓기	탑.쌓.기
응	응
요건 나무로 되어 있네	요.건.나.무.로.되.어.있.네
엄마 주세요.하나	엄.마.주.세.요.하.나
둘	둘
셋	셋
넷	넷
어.그거 먼저 끼울 거야	어.그.거.먼.저.끼.울.거.야
응	응
우와.장난감이 진짜 많네	우.와.장.난.감.이.진.짜.많.네
응.장난감이 너무 많아서 뭘 가지고 놀아야 될지 모르겠다	응.장.난.감.이.너.무.많.아.서.뭘.가.지.고.놀.아.야.될.지.모.르.겠.다
여기 레고 병정 비슷한 것도 있다	여.기.레.고.병.정.비.슷.한.것.도.있.다
얘는 코끼리	얘.는.코.끼.리
응	응
코끼리 코가.응.소리가 나는데	코.끼.리.코.가.응.소.리.가.나.는.데
발도	발.도
이름야 이거 뭐	이.름.야.이.거.뭐
이거.저거	이.거.저.거
어.얘는 원숭이	어.얘.는.원.숭.이
원숭이 소리난다	원.숭.이.소.리.난.다
으응	으.응
그렇지.끼우는 거 해 보자	그.렇.지.끼.우.는.거.해.보.자
이름야.어	이.름.야.어
어떻게 끼우지	어.떻.게.끼.우.지
이쪽으로도 끼울 수 있고	이.쪽.으.로.도.끼.울.수.있.고
이쪽으로도 끼울 수 있고	이.쪽.으.로.도.끼.울.수.있.고
응	응
이거 좋아	이.거.좋.아
얜 초록색	얜.초.록.색
파란색	파.란.색
고마워.엄마 주는 거야.다.응	고.마.워.엄.마.주.는.거.야.다.응
까만색	까.만.색
노란색	노.란.색
다시 이거 넣자	다.시.이.거.넣.자
와.그렇지	와.그.렇.지
거기다 놨어	거.기.다.놨.어
응	응
던졌네	던.졌.네
응	응
얘는 여기 타야지.그럼	얘.는.여.기.타.야.지.그.럼
그것도 여기 끼울 수 있을 것 같애	그.것.도.여.기.끼.울.수.있.을.것.같.애
응	응
한번 해 봐	한.번.해.봐
어.여기다.아니지	어.여.기.다.아.니.지
여기에 끼워 봐	여.기.에.끼.워.봐
응	응
엄마 이거 끼워 볼게	엄.마.이.거.끼.워.볼.게
으으응.여기에	으.으.응.여.기.에
이건 별로야	이.건.별.로.야
응	응
응	응
이거는 무슨 모양	이.거.는.무.슨.모.양
원뿔	원.뿔
어.얘가 원래 여기 위치 같은데	어.얘.가.원.래.여.기.위.치.같.은.데
이게 뭐예요	이.게.뭐.예.요
피망	피.망
어.굴러갔어	어.굴.러.갔.어
굴러라	굴.러.라
야채 바구니	야.채.바.구.니
어.촉감	어.촉.감
아이 좋아	아.이.좋.아
으음	으.음
이건 또 뭐지.소세진가	이.건.또.뭐.지.소.세.진.가
어	어
어	어
응	응
이름 머리 위에	이.름.머.리.위.에
우와 버섯도 있네	우.와.버.섯.도.있.네
어.요건 또 감촉이 또 달라	어.요.건.또.감.촉.이.또.달.라
어.만져 봐	어.만.져.봐
응	응
우와	우.와
그 안에 들어가고 싶어	그.안.에.들.어.가.고.싶.어
응	응
요 안에	요.안.에
뭔가 집 모양인데	뭔.가.집.모.양.인.데
엄마랑 가 볼까	엄.마.랑.가.볼.까
읏차	읏.차
오	오
주웠어.어	주.웠.어.어
엄마 줘서 고마워	엄.마.줘.서.고.마.워
여긴 뭐 있어	여.긴.뭐.있.어
뭐 있지	뭐.있.지
어.이거 이렇게 돌아가.오	어.이.거.이.렇.게.돌.아.가.오
여기에는	여.기.에.는
여기 넣게 되어 있네	여.기.넣.게.되.어.있.네
막대기	막.대.기
응	응
우와	우.와
팔이 긴 원숭이도 있어	팔.이.긴.원.숭.이.도.있.어
둘 다 넣었어	둘.다.넣.었.어
응	응
이름야 원숭이 인형이야	이.름.야.원.숭.이.인.형.이.야
응	응
이름보다 조그만하네	이.름.보.다.조.그.만.하.네
근데 되게 부드럽다	근.데.되.게.부.드.럽.다
원숭이 인형은 별로야	원.숭.이.인.형.은.별.로.야
종이 울리네	종.이.울.리.네
종소리	종.소.리
응 여기도 뭐.이렇게 돌아가는 것도 있고	응.여.기.도.뭐.이.렇.게.돌.아.가.는.것.도.있.고
응	응
이름야	이.름.야
꼭 이렇게 와야겠니	꼭.이.렇.게.와.야.겠.니
우와	우.와
우와	우.와
빨간색	빨.간.색
초록색	초.록.색
요기 이름는 문 통과해 봐	요.기.이.름.는.문.통.과.해.봐
엄마랑 요기서 만나자	엄.마.랑.요.기.서.만.나.자
음	음
응.이것도 이렇게 밀려	응.이.것.도.이.렇.게.밀.려
뭔가 이 안에 되게 신기한 게 많은 것 같은데	뭔.가.이.안.에.되.게.신.기.한.게.많.은.것.같.은.데
응	응
안녕	안.녕
이름 안녕	이.름.안.녕
응.들어가 봐	응.들.어.가.봐
응	응
이름야 왜 이렇게 얼었어	이.름.야.왜.이.렇.게.얼.었.어
응	응
원숭이가 말을 했어	원.숭.이.가.말.을.했.어
여깄네	여.깄.네
원숭이	원.숭.이
숨었네	숨.었.네
어	어
아.아니면 우리 미끄럼틀 탈까	아.아.니.면.우.리.미.끄.럼.틀.탈.까
뭐 가지고 놀고 싶어	뭐.가.지.고.놀.고.싶.어
이것 저것 많네요	이.것.저.것.많.네.요
이름야	이.름.야
미끄럼틀	미.끄.럼.틀
이름 여기 올라갈 수 있을 텐데	이.름.여.기.올.라.갈.수.있.을.텐.데
집에 있는 건 쫌 더 크지	집.에.있.는.건.쫌.더.크.지
응.으응	응.으.응
올라가고 싶어요	올.라.가.고.싶.어.요
기어 보자	기.어.보.자
어	어
올라갈 거야	올.라.갈.거.야
이쪽으로	이.쪽.으.로
어유	어.유
기린도 있어	기.린.도.있.어
기린이도 같이 미끄럼틀 타 볼까	기.린.이.도.같.이.미.끄.럼.틀.타.볼.까
한 칸	한.칸
두 칸	두.칸
세 칸	세.칸
기린 내려온대	기.린.내.려.온.대
아 신기해	아.신.기.해
이름 타 볼까	이.름.타.볼.까
이름야	이.름.야
이름 아직 그쪽으로는 한 번에 못 올라가	이.름.아.직.그.쪽.으.로.는.한.번.에.못.올.라.가
흠	흠
기린이랑 같이 탈 거야.아니면 이름가 탈 거야	기.린.이.랑.같.이.탈.거.야.아.니.면.이.름.가.탈.거.야
이름 혼자	이.름.혼.자
자아	자.아
둘	둘
계단을 올라가는 거야	계.단.을.올.라.가.는.거.야
응.기저귀가 조금 샜나	응.기.저.귀.가.조.금.샜.나
응	응
땀이 나나	땀.이.나.나
응	응
이름야	이.름.야
응	응
으랏차	으.랏.차
올라왔네	올.라.왔.네
응	응
기린 잡고 엄마랑 미끄럼틀	기.린.잡.고.엄.마.랑.미.끄.럼.틀
앉아	앉.아
앉아서	앉.아.서
음	음
으으응	으.으.응
이야	이.야
이름 미끄럼틀 탔네	이.름.미.끄.럼.틀.탔.네
그렇지	그.렇.지
어	어
응	응
좋아요	좋.아.요
올라와 봐	올.라.와.봐
에요.아직 좀 높아요	에.요.아.직.좀.높.아.요
높아요	높.아.요
읏차	읏.차
손을 넣어 봐	손.을.넣.어.봐
자.가 보자	자.가.보.자
이름 미끄럼틀	이.름.미.끄.럼.틀
응	응
아.짧아서 아쉬워요	아.짧.아.서.아.쉬.워.요
응	응
박수	박.수
이름 잘 탔네.박수	이.름.잘.탔.네.박.수
이름 어디 가	이.름.어.디.가
응	응
오	오
어어어어	어.어.어.어
끌러져요	끌.러.져.요
괜찮아	괜.찮.아
뭐가 신기한 게 많아	뭐.가.신.기.한.게.많.아
어떤 거	어.떤.거
아니면	아.니.면
응	응
어디	어.디
아.리모콘 발견했구나	아.리.모.콘.발.견.했.구.나
엄마 리모콘 주세요	엄.마.리.모.콘.주.세.요
응	응
어.눌렀는데 안 틀어져	어.눌.렀.는.데.안.틀.어.져
응	응
티비가 안 켜지네 이상하게	티.비.가.안.켜.지.네.이.상.하.게
음	음
이름야 딸기 좀 먹을까	이.름.야.딸.기.좀.먹.을.까
응	응
이름	이.름
여기 딸기 좀	여.기.딸.기.좀
치즈도 있고	치.즈.도.있.고
배 안 고파	배.안.고.파
약을 먹어야 되는데	약.을.먹.어.야.되.는.데
딸기 먹자.아	딸.기.먹.자.아
아이 잘 먹어	아.이.잘.먹.어
이번엔 딸기로	이.번.엔.딸.기.로
음.바나나 말고 딸기	음.바.나.나.말.고.딸.기
딸기 집어 보자	딸.기.집.어.보.자
어 뚜껑 맞았어	어.뚜.껑.맞.았.어
뚜껑 맞혔어	뚜.껑.맞.혔.어
지금 입 안에 거 다 먹어	지.금.입.안.에.거.다.먹.어
으음.엄마도 하나 주세요	으.음.엄.마.도.하.나.주.세.요
아 집어서 주세요	아.집.어.서.주.세.요
음	음
오.딸기랑 바나나 다 먹으라고.어음	오.딸.기.랑.바.나.나.다.먹.으.라.고.어.음
아이 고마워 아이 잘했어	아.이.고.마.워.아.이.잘.했.어
으음	으.음
맞춰 보려구	맞.춰.보.려.구
음	음
조심	조.심
아이 맛있다	아.이.맛.있.다
으음	으.음
이름 손으로	이.름.손.으.로
거기에 끼워	거.기.에.끼.워
포크에 끼워서	포.크.에.끼.워.서
에유	에.유
아이쿠.떨어졌네	아.이.쿠.떨.어.졌.네
미끄러졌네	미.끄.러.졌.네
이름야 그냥 손으로 먹는 게 좋아	이.름.야.그.냥.손.으.로.먹.는.게.좋.아
음	음
휴지	휴.지
좀 더 먹고 싶어	좀.더.먹.고.싶.어
좀 더 먹자	좀.더.먹.자
음	음
바나나만 먹으면 그러니까 아	바.나.나.만.먹.으.면.그.러.니.까.아
이름 입에 들어가네	이.름.입.에.들.어.가.네
뭐.저거 타고 싶어 이제	뭐.저.거.타.고.싶.어.이.제
이게 눈에 들어왔어	이.게.눈.에.들.어.왔.어
가 봐	가.봐
가 봐	가.봐
엄마 태워 줘요	엄.마.태.워.줘.요
읏차	읏.차
앉자서	앉.자.서
응.여기 요렇게 잡아야지	응.여.기.요.렇.게.잡.아.야.지
응	응
왜	왜
그때 언니랑은 뒤에 좌석도 있어서 같이 탔지	그.때.언.니.랑.은.뒤.에.좌.석.도.있.어.서.같.이.탔.지
오오	오.오
응.좀 겁이 나	응.좀.겁.이.나
안아 줘	안.아.줘
아이고	아.이.고
읏차	읏.차
응	응
아니면 저거 타 볼까	아.니.면.저.거.타.볼.까
왜	왜
뭐 하고 싶어서	뭐.하.고.싶.어.서
이거 돌리는 게 제일 좋구나	이.거.돌.리.는.게.제.일.좋.구.나
아까처럼 이렇게 빼 봐	아.까.처.럼.이.렇.게.빼.봐
그렇지.뒤로도 젖혀지고	그.렇.지.뒤.로.도.젖.혀.지.고
이름예요	이.름.예.요
음	음
여기는 구슬이 하나 있나 봐	여.기.는.구.슬.이.하.나.있.나.봐
응.왜 뭐 보고 싶어서	응.왜.뭐.보.고.싶.어.서
요.신나게 돌려	요.신.나.게.돌.려
이상한데	이.상.한.데
이름야.기저귀 좀 갈까	이.름.야.기.저.귀.좀.갈.까
응	응
응	응
응	응
이건 별로야	이.건.별.로.야
그럼 저건 어때	그.럼.저.건.어.때
쇼핑 카트	쇼.핑.카.트
오늘 그거에 꽂혔구만	오.늘.그.거.에.꽂.혔.구.만
집에 아기체육관 빌려줘서 없어서 그렇구나 너가	집.에.아.기.체.육.관.빌.려.줘.서.없.어.서.그.렇.구.나.너.가
여기 손으로 잡고	여.기.손.으.로.잡.고
밀면서	밀.면.서
그것도 좋아	그.것.도.좋.아
일단 쇼핑 카트 밀고 어디까지 갈까.응	일.단.쇼.핑.카.트.밀.고.어.디.까.지.갈.까.응
어	어
우와 속도가 엄청난데	우.와.속.도.가.엄.청.난.데
이제 이런 건 하나씩 넣어 볼까	이.제.이.런.건.하.나.씩.넣.어.볼.까
시장 봤어요	시.장.봤.어.요
하나	하.나
둘	둘
셋	셋
엄마가 야채 심부름 이름한테 시키는 거야	엄.마.가.야.채.심.부.름.이.름.한.테.시.키.는.거.야
넷.다섯	넷.다.섯
또	또
여섯	여.섯
일곱	일.곱
음	음
여덟	여.덟
오 치즈도 있고.아홉	오.치.즈.도.있.고.아.홉
열	열
하나 더	하.나.더
여기	여.기
열하나 아.떨어졌네	열.하.나.아.떨.어.졌.네
어.괜찮아 아이 잘했어	어.괜.찮.아.아.이.잘.했.어
오와	오.와
우와.이거 이제 집에 끌고 다시 가면 되겠네	우.와.이.거.이.제.집.에.끌.고.다.시.가.면.되.겠.네
가벼워졌다	가.벼.워.졌.다
가방	가.방
여기 이렇게 팔에다 끼우고	여.기.이.렇.게.팔.에.다.끼.우.고
이거 다시 밀고 갈까	이.거.다.시.밀.고.갈.까
응	응
음	음
우와 이거는 컵케익	우.와.이.거.는.컵.케.익
케이크	케.이.크
조각 케익	조.각.케.익
안 속네 엄마 연기에	안.속.네.엄.마.연.기.에
우와.이렇게 뗐다가 붙여졌네	우.와.이.렇.게.뗐.다.가.붙.여.졌.네
뗐다	뗐.다
붙였다	붙.였.다
뗐다	뗐.다
붙였다	붙.였.다
이름가 해 봐	이.름.가.해.봐
어.어.또 해 봐	어.어.또.해.봐
또.어 뗐어.붙였어	또.어.뗐.어.붙.였.어
또	또
뗐다가 여기다 붙여 봐 이제	뗐.다.가.여.기.다.붙.여.봐.이.제
빨간색	빨.간.색
얘도 이제 붙어요	얘.도.이.제.붙.어.요
이것도	이.것.도
엄마 요것도 뗐다가 붙였다가	엄.마.요.것.도.뗐.다.가.붙.였.다.가
힘을 더 줘야 돼.그렇지	힘.을.더.줘.야.돼.그.렇.지
요거랑 고거랑 붙여 봐	요.거.랑.고.거.랑.붙.여.봐
오오	오.오
다음엔 이거랑 얘랑	다.음.엔.이.거.랑.얘.랑
빨강이랑 초콜렛 색이랑	빨.강.이.랑.초.콜.렛.색.이.랑
응	응
응.응	응.응
삼각형	삼.각.형
삼각형	삼.각.형
도형 놀이	도.형.놀.이
아.아까 이 막대가 거기 있었던 거야	아.아.까.이.막.대.가.거.기.있.었.던.거.야
좋아	좋.아
요.소리가 나네	요.소.리.가.나.네
응	응
이름야 이건 나무라서 좀 아파	이.름.야.이.건.나.무.라.서.좀.아.파
딱딱해요	딱.딱.해.요
맞아.거기 그렇게 끼우는 거	맞.아.거.기.그.렇.게.끼.우.는.거
어	어
여기에 맞춰야지.구멍을	여.기.에.맞.춰.야.지.구.멍.을
어	어
응	응
안 맞아.여기 구멍을 잘 맞춰야지	안.맞.아.여.기.구.멍.을.잘.맞.춰.야.지
보자	보.자
힘으로 그렇게 누른다고 되는 게 아니라 이렇게	힘.으.로.그.렇.게.누.른.다.고.되.는.게.아.니.라.이.렇.게
여기 구멍에 맞아야 돼	여.기.구.멍.에.맞.아.야.돼
응.그렇지	응.그.렇.지
어	어
아.잘 맞췄어	아.잘.맞.췄.어
으응	으.응
근데 여기 밑에도 더 많은데 이름야 꺼내 볼까.하나씩	근.데.여.기.밑.에.도.더.많.은.데.이.름.야.꺼.내.볼.까.하.나.씩
파란색	파.란.색
초록색	초.록.색
검정색	검.정.색
어.그것도 여기 끼워 봐	어.그.것.도.여.기.끼.워.봐
얘는 쉽게 들어가네	얘.는.쉽.게.들.어.가.네
으으음	으.으.음
어	어
이렇게 하면 다 빠지겠다	이.렇.게.하.면.다.빠.지.겠.다
어	어
오렌지색	오.렌.지.색
입에 넣어 보고 싶어요	입.에.넣.어.보.고.싶.어.요
딱딱해	딱.딱.해
이거	이.거
이거	이.거
도넛처럼 생겼네	도.넛.처.럼.생.겼.네
여기 보라색	여.기.보.라.색
이거를 끼울 거야	이.거.를.끼.울.거.야
음.뭐 나름 균형이 맞네	음.뭐.나.름.균.형.이.맞.네
우와 다시 다 뺐어요	우.와.다.시.다.뺐.어.요
다시 또 넣어 볼까	다.시.또.넣.어.볼.까
이름야 요 막대기도 넣어 보자.응	이.름.야.요.막.대.기.도.넣.어.보.자.응
얘는 얘만 들어가나 보다.그렇네	얘.는.얘.만.들.어.가.나.보.다.그.렇.네
오오오	오.오.오
아.옆으로 끼우고 싶어서	아.옆.으.로.끼.우.고.싶.어.서
우와	우.와
잘했어	잘.했.어
아이 잘했어	아.이.잘.했.어
좌우로	좌.우.로
이게 더 장난 놀아 보고 싶어	이.게.더.장.난.놀.아.보.고.싶.어
또 어떤 거 끼울 거야	또.어.떤.거.끼.울.거.야
응.그렇겐 안 끼워져	응.그.렇.겐.안.끼.워.져
얘는 쪼끄매.얘 크네	얘.는.쪼.끄.매.얘.크.네
응	응
어디로 날아갔어	어.디.로.날.아.갔.어
요 작은 검정이랑 얘랑은 맞아	요.작.은.검.정.이.랑.얘.랑.은.맞.아
어.얘는 이렇게 됐네	어.얘.는.이.렇.게.됐.네
