또 녹음하는 거	또|녹.음.하.는|거
선인	선.인
채송화	채.송.화
엄마는 사실 채송화를 그렇게 많이 본 적이 없어	엄.마.는|사.실|채.송.화.를|그.렇.게|많.이|본|적.이|없.어
채송화 우리 이름표 갖다가 붙여줄 거에	채.송.화|우.리|이.름.표|갖.다.가|붙.여.줄|거.에
이름표 어디 있을까	이.름.표|어.디|있.을.까
어	어
정확히 짚어야	정.확.히|짚.어.야
그거	그.거
아닌	아.닌
그거 확인하고 찾아	그.거|확.인.하.고|찾.아
응 거기 있	응|거.기|있
그거 이름이 뭐라고	그.거|이.름.이|뭐.라.고
채송	채.송
붙여주세요 이름	붙.여.주.세.요|이.름
자 이 꽃은 많이 본	자|이|꽃.은|많.이|본
들국화도 봤었고요 하얀 국화도 있더라 이건 노란 국화	들.국.화.도|봤.었.고.요|하.얀|국.화.도|있.더.라|이.건|노.란|국.화
국	국
자 이름표 어디 있을까	자|이.름.표|어.디|있.을.까
그거에	그.거.에
아닌데	아.닌.데
거기 있어	거.기|있.어
그거 이름표 뭐라고	그.거|이.름.표|뭐.라.고
국	국
자 늘 푸른 소나	자|늘|푸.른|소.나
소나무에 솔방울도 있	소.나.무.에|솔.방.울.도|있
소나	소.나
소나무 이름표 마지막이에	소.나.무|이.름.표|마.지.막.이.에
이름이 뭐라고	이.름.이|뭐.라.고
응 소나무에	응|소.나.무.에
자 이 꽃은 뭐에	자|이|꽃.은|뭐.에
해바라	해.바.라
응 해바라기는 해를 쳐다 본다고 해서 해바라기라고 하더라	응|해.바.라.기.는|해.를|쳐.다|본.다.고|해.서|해.바.라.기.라.고|하.더.라
우리나무 꽃 무궁	우.리.나.무|꽃|무.궁
길가에 노랗게 핀 뭐야 이	길.가.에|노.랗.게|핀|뭐.야|이
노란색 봤	노.란.색|봤
노란색 꽃 이름이 뭐	노.란.색|꽃|이.름.이|뭐
개나	개.나
나리 나리 개나리 입에 따다 물고요 병아리떼 뿅뿅뿅 봄나들이 갑니	나.리|나.리|개.나.리|입.에|따.다|물.고.요|병.아.리.떼|뿅.뿅.뿅|봄.나.들.이|갑.니
이것은 개나	이.것.은|개.나
어떤 꽃인지 우리 맞추어 볼 거	어.떤|꽃.인.지|우.리|맞.추.어|볼|거
줄기 잎에 달려 있고 가시가 뾰족뾰족 나 있어	줄.기|잎.에|달.려|있.고|가.시.가|뾰.족.뾰.족|나|있.어
빨간색 하얀색 분홍색 등 여라가지 색깔이 있어	빨.간.색|하.얀.색|분.홍.색|등|여.라.가.지|색.깔.이|있.어
봄부터 시작하여 나는 나는 무슨 꽃일까	봄.부.터|시.작.하.여|나.는|나.는|무.슨|꽃.일.까
장	장
예주가 장미꽃 꺾어뜨렸	예.주.가|장.미.꽃|꺾.어.뜨.렸
엄마가 지금 불렀던 나리 나리 무슨 	엄.마.가|지.금|불.렀.던|나.리|나.리|무.슨.|
개나	개.나
자 개나리 꽃 있었	자|개.나.리|꽃|있.었
이거 우리 어 국환데 국화 꽃 어디 있을	이.거|우.리|어|국.환.데|국.화|꽃|어.디|있.을
예주가 찾아서 한 번 국화꽃 빈 국화꽃 예쁘게 붙여줄까	예.주.가|찾.아.서|한|번|국.화.꽃|빈|국.화.꽃|예.쁘.게|붙.여.줄.까
이게 국화야 예주	이.게|국.화.야|예.주
응 그런가 보	응|그.런.가|보
자 예주가 예쁜 국화 붙여줘	자|예.주.가|예.쁜|국.화|붙.여.줘
어 국화꽃이 피었네 예쁘	어|국.화.꽃.이|피.었.네|예.쁘
이게 이름이 뭐라고	이.게|이.름.이|뭐.라.고
국	국
자 얘는 네잎클로바 있는 토끼	자|얘.는|네.잎.클.로.바|있.는|토.끼
어 나팔꽃인데 나팔꽃이 없어	어|나.팔.꽃.인.데|나.팔.꽃.이|없.어
우리 나팔꽃 찾아다가 붙여줘	우.리|나.팔.꽃|찾.아.다.가|붙.여.줘
나팔꽃 어디 있어	나.팔.꽃|어.디|있.어
이건 장민데 예주	이.건|장.민.데|예.주
나팔꽃 어디 있	나.팔.꽃|어.디|있
없	없
엄마는 있는데 보니	엄.마.는|있.는.데|보.니
이거 같	이.거|같
이거 아닌	이.거|아.닌
어디 있을	어.디|있.을
없	없
그럼 우리 무궁화 먼저 찾아볼	그.럼|우.리|무.궁.화|먼.저|찾.아.볼
무궁화 어디 있	무.궁.화|어.디|있
어	어
정확히 찾아	정.확.히|찾.아
응 맞았어 무궁	응|맞.았.어|무.궁
무궁화는 핑크 색깔 나는 응 무궁	무.궁.화.는|핑.크|색.깔|나.는|응|무.궁
응 두 	응|두.|
무궁	무.궁
자 코스모	자|코.스.모
자 우리 코스모스 가을에 가서 본 적 있는데 이것하고 똑같이 생긴 꽃 찾아서 붙여줄까	자|우.리|코.스.모.스|가.을.에|가.서|본|적|있.는.데|이.것.하.고|똑.같.이|생.긴|꽃|찾.아.서|붙.여.줄.까
걔가 코스모스에	걔.가|코.스.모.스.에
아닌데	아.닌.데
얘하고 똑같이 생긴 코스모스 세 송이 찾아서 붙여줄까	얘.하.고|똑.같.이|생.긴|코.스.모.스|세|송.이|찾.아.서|붙.여.줄.까
어디 있을까	어.디|있.을.까
찾아보세요 예주	찾.아.보.세.요|예.주
거기 있어	거.기|있.어
자 이게 이름이 뭐라고	자|이.게|이.름.이|뭐.라.고
코스모	코.스.모
코스모	코.스.모
코스모	코.스.모
자 이 나팔꽃 예쁘게 꽃 갖다 붙여줄까	자|이|나.팔.꽃|예.쁘.게|꽃|갖.다|붙.여.줄.까
나팔꽃 어디 있어	나.팔.꽃|어.디|있.어
어디 정확	어.디|정.확
왜 없	왜|없
엄마가 한 번만 도와줄게	엄.마.가|한|번.만|도.와.줄.게
여기 있어요 나팔	여.기|있.어.요|나.팔
거기 있어	거.기|있.어
자 뚝	자|뚝
어 이게 무슨 꽃이었	어|이.게|무.슨|꽃.이.었
장	장
장	장
자 장미꽃 어디 있어 예주	자|장.미.꽃|어.디|있.어|예.주
어	어
위에서 찾아볼	위.에.서|찾.아.볼
위에서 장미꽃 어디 있어 예주	위.에.서|장.미.꽃|어.디|있.어|예.주
장미꽃 없어진 장미꽃 찾아다 붙여줘	장.미.꽃|없.어.진|장.미.꽃|찾.아.다|붙.여.줘
이거 이름이 뭐라고	이.거|이.름.이|뭐.라.고
장미	장.미
자 얘는 선인장인데 선인장이 없어졌어	자|얘.는|선.인.장.인.데|선.인.장.이|없.어.졌.어
우리 선인장 찾아봐	우.리|선.인.장|찾.아.봐
삐쭉삐쭉 가시가 나 있는 선인	삐.쭉.삐.쭉|가.시.가|나|있.는|선.인
그래요 여기 선인장 있어	그.래.요|여.기|선.인.장|있.어
예주가 찾았던 이게 뭐라고	예.주.가|찾.았.던|이.게|뭐.라.고
선인	선.인
그래 선인	그.래|선.인
연꽃에 하나는 있는데 이거 하나는 없어졌	연.꽃.에|하.나.는|있.는.데|이.거|하.나.는|없.어.졌
우리 요거하고 똑같이 생긴 연꽃 갖다가 붙여줄까	우.리|요.거.하.고|똑.같.이|생.긴|연.꽃|갖.다.가|붙.여.줄.까
그거에	그.거.에
아닌데	아.닌.데
없	없
있	있
아니야 있	아.니.야|있
찾아봐 예주	찾.아.봐|예.주
얘하고 똑같이 생긴 	얘.하.고|똑.같.이|생.긴.|
어디 있어	어.디|있.어
요건	요.건
똑같이 생겼잖아 그렇	똑.같.이|생.겼.잖.아|그.렇
얘는 뭐라고	얘.는|뭐.라.고
연	연
자 붙여주세	자|붙.여.주.세
응 똑같	응|똑.같
자 해바라기 짝이 없어졌어	자|해.바.라.기|짝.이|없.어.졌.어
우리 햇님을 따라서 키가 큰 꽃 해바라기 찾아볼 거에	우.리|햇.님.을|따.라.서|키.가|큰|꽃|해.바.라.기|찾.아.볼|거.에
해바라기 어디 있어요 거기 있어	해.바.라.기|어.디|있.어.요|거.기|있.어
이건 뭐라고요 예주	이.건|뭐.라.고.요|예.주
해바라	해.바.라
해바라	해.바.라
큰 해바라기 통통통통 붙였어	큰|해.바.라.기|통.통.통.통|붙.였.어
자 이거는 점선 따라서 그리는 거구요 이거는 점선 따라서 그리는 거에	자|이.거.는|점.선|따.라.서|그.리.는|거.구.요|이.거.는|점.선|따.라.서|그.리.는|거.에
이거는 선을 따라서 쭈욱 연결하는 건 가봐	이.거.는|선.을|따.라.서|쭈.욱|연.결.하.는|건|가.봐
예주 연필 없으니까 우리 연필 갖고 마저 할거에	예.주|연.필|없.으.니.까|우.리|연.필|갖.고|마.저|할.거.에
자 오늘은 책은 끝났어	자|오.늘.은|책.은|끝.났.어
연필 갖고 오세	연.필|갖.고|오.세
예주 오늘은 뭐 할건	예.주|오.늘.은|뭐|할.건
이거 읽을거	이.거|읽.을.거
자 자 엄마가 들려주는 동화책 잘 읽을 거	자|자|엄.마.가|들.려.주.는|동.화.책|잘|읽.을|거
자 새집을 지어줄래	자|새.집.을|지.어.줄.래
새집	새.집
응 새 집을 지어줄래	응|새|집.을|지.어.줄.래
아빠 아빠 앞마당 큰 마당	아.빠|아.빠|앞.마.당|큰|마.당
이것 봐 이것 또 만지게 되잖	이.것|봐|이.것|또|만.지.게|되.잖
앞마당 큰 나무 위에 새 두 마리가 살아	앞.마.당|큰|나.무|위.에|새|두|마.리.가|살.아
아니 언제부터 살았	아.니|언.제.부.터|살.았
아빠 우리 새집 지어줘	아.빠|우.리|새.집|지.어.줘
그래 동우야 아빠랑 만들어볼	그.래|동.우.야|아.빠.랑|만.들.어.볼
쓱싹쓱싹 톱으로 나무를 잘랐어	쓱.싹.쓱.싹|톱.으.로|나.무.를|잘.랐.어
맨들맨들 대패질을 하여 나무를 매끄럽게 만들었어	맨.들.맨.들|대.패.질.을|하.여|나.무.를|매.끄.럽.게|만.들.었.어
동우야 망치 좀 갖다줄	동.우.야|망.치|좀|갖.다.줄
이거는 톱이라고 해	이.거.는|톱.이.라.고|해
망치 어디 있어 망	망.치|어.디|있.어|망
이건 뭐야 예주	이.건|뭐.야|예.주
얘	얘
얘	얘
다리	다.리
엄마 망치 어디 있어	엄.마|망.치|어.디|있.어
작은 방에 있는 책상 옆 서랍에 있을 거	작.은|방.에|있.는|책.상|옆|서.랍.에|있.을|거
엄마는 다리미로 옷을 다리고 계셨어	엄.마.는|다.리.미.로|옷.을|다.리.고|계.셨.어
네 찾았어요 잠깐만	네|찾.았.어.요|잠.깐.만
자 동우는 망치를 들고 아빠에게 갔어	자|동.우.는|망.치.를|들.고|아.빠.에.게|갔.어
이제 멋진 새집을 만들어 볼	이.제|멋.진|새.집.을|만.들.어|볼
뚝딱뚝딱 탕탕	뚝.딱.뚝.딱|탕.탕
탕탕	탕.탕
나무에 망치로 못을 박아	나.무.에|망.치.로|못.을|박.아
예주야 이게 뭐라	예.주.야|이.게|뭐.라
이게 뭐	이.게|뭐
뭐야 예주	뭐.야|예.주
망	망
얘는 	얘.는.|
지붕도 만들고 작은 문도 만들었어	지.붕.도|만.들.고|작.은|문.도|만.들.었.어
페인트 칠도 예쁘게 하고 문패도 달아줬어	페.인.트|칠.도|예.쁘.게|하.고|문.패.도|달.아.줬.어
아빠 새들이 편하게 쉬라고 침대도 만들어주고 밤에 무섭지 않게 환한 불빛 내비추는 형광등도 달아주고 싶어	아.빠|새.들.이|편.하.게|쉬.라.고|침.대.도|만.들.어.주.고|밤.에|무.섭.지|않.게|환.한|불.빛|내.비.추.는|형.광.등.도|달.아.주.고|싶.어
동우는 마당에 널린 쓰레기들을 비워 쓸며 말했어	동.우.는|마.당.에|널.린|쓰.레.기.들.을|비.워|쓸.며|말.했.어
하하하하 우리 동우의 마음을 새들도 알고 있을 거란	하.하.하.하|우.리|동.우.의|마.음.을|새.들.도|알.고|있.을|거.란
자 이게 뭐야 예주	자|이.게|뭐.야|예.주
응 포	응|포
뭐라	뭐.라
포	포
얘	얘
응 숫가	응|숫.가
이름표 붙여줘	이.름.표|붙.여.줘
이거 포크 어디다 붙여줄 거에	이.거|포.크|어.디.다|붙.여.줄|거.에
응 거기다 붙여줄 거에	응|거.기.다|붙.여.줄|거.에
이 숫가락은 어디다 붙여줄 거에	이|숫.가.락.은|어.디.다|붙.여.줄|거.에
응 거기다 붙여줄 거에	응|거.기.다|붙.여.줄|거.에
자 개구리 개구리가 가지고 있는 베개와 같은 무늬의 이불을 골라 영표해 보세	자|개.구.리|개.구.리.가|가.지.고|있.는|베.개.와|같.은|무.늬.의|이.불.을|골.라|영.표.해|보.세
응 응 	응|응.|
이것 아니	이.것|아.니
아 예주야 이 베개하고 같은 이불이 세 개 중에 어디 있어	아|예.주.야|이|베.개.하.고|같.은|이.불.이|세|개|중.에|어.디|있.어
여기 있어	여.기|있.어
으	으
응 두 개가 짝을 이루어 쓰는 물건이 아닌 것을 골라 스티커를 붙여주세	응|두|개.가|짝.을|이.루.어|쓰.는|물.건.이|아.닌|것.을|골.라|스.티.커.를|붙.여.주.세
예주야 신발을 신을려면 이게 뭐	예.주.야|신.발.을|신.을.려.면|이.게|뭐
양말 양말을 신고 신벌을 신어야겠	양.말|양.말.을|신.고|신.벌.을|신.어.야.겠
그	그
그리고 밖에 나가 추울 때에는 이게 뭐야 예주	그.리.고|밖.에|나.가|추.울|때.에.는|이.게|뭐.야|예.주
이게 옷이	이.게|옷.이
손에 끼는 것 뭐	손.에|끼.는|것|뭐
얘는 머리에 쓰	얘.는|머.리.에|쓰
모자 그러면 젓가락은 필요 없는 거	모.자|그.러.면|젓.가.락.은|필.요|없.는|거
자 필요 없는 것 우리 망치 붙여주	자|필.요|없.는|것|우.리|망.치|붙.여.주
망치 붙여주세	망.치|붙.여.주.세
슈웅 붙였어	슈.웅|붙.였.어
엄마 곰이 빨래를 하려고 해	엄.마|곰.이|빨.래.를|하.려.고|해
필요한 것을 골라 영표해 보세	필.요.한|것.을|골.라|영.표.해|보.세
자 엄마 곰이 예주야 뭐 해	자|엄.마|곰.이|예.주.야|뭐|해
방금 뭐 한다고 했어	방.금|뭐|한.다.고|했.어
빨	빨
빨래 한다고 했	빨.래|한.다.고|했
그럼 빨래 할 때에 뭐가 필요해	그.럼|빨.래|할|때.에|뭐.가|필.요.해
빨래판 필요하	빨.래.판|필.요.하
이게 뭐야 예주	이.게|뭐.야|예.주
빨래	빨.래
뭐라고	뭐.라.고
빨래판에서 막 비벼대잖	빨.래.판.에.서|막|비.벼.대.잖
그러니까 빨래 할 때는 빨래판이 필요하	그.러.니.까|빨.래|할|때.는|빨.래.판.이|필.요.하
예주야 이게 뭐에	예.주.야|이.게|뭐.에
도	도
뭐라고	뭐.라.고
뭐라고	뭐.라.고
도	도
어 이건 뭐에	어|이.건|뭐.에
침대	침.대
예주 침대 없어	예.주|침.대|없.어
우리 침대 붙여줘	우.리|침.대|붙.여.줘
예주는 이게 뭐라고	예.주.는|이.게|뭐.라.고
응 침대 갖다 붙여	응|침.대|갖.다|붙.여
응 붙였어	응|붙.였.어
어 옷을 다릴 때에 쓰는 이게 뭐에	어|옷.을|다.릴|때.에|쓰.는|이.게|뭐.에
다리	다.리
뭐라고	뭐.라.고
다리미투가 아니라 다리	다.리.미.투.가|아.니.라|다.리
다리	다.리
다리미는 어떻게 생겼냐면 요렇게 생겼어	다.리.미.는|어.떻.게|생.겼.냐.면|요.렇.게|생.겼.어
이게 뭐라고 예주	이.게|뭐.라.고|예.주
응 다리미도 붙여주세	응|다.리.미.도|붙.여.주.세
다리미투가 아니라 다리	다.리.미.투.가|아.니.라|다.리
뭐라고	뭐.라.고
뭐라고	뭐.라.고
뭐라고	뭐.라.고
응 이건 뭐에	응|이.건|뭐.에
불을 환하게 비치게 비추어 주는 형광	불.을|환.하.게|비.치.게|비.추.어|주.는|형.광
응 형광등도 붙여주세	응|형.광.등.도|붙.여.주.세
아자자자자	아.자.자.자.자
얘는 뭐에	얘.는|뭐.에
얘주가 뭐 먹고 나서 엄마 꼭 여기다가 갖다 버리라고 하	얘.주.가|뭐|먹.고|나.서|엄.마|꼭|여.기.다.가|갖.다|버.리.라.고|하
이게 뭐	이.게|뭐
쓰레기	쓰.레.기
쓰레기	쓰.레.기
쓰레기	쓰.레.기
이건 높은 데에 올라가는 사다	이.건|높.은|데.에|올.라.가.는|사.다
응 얘는 아까 배웠던 	응|얘.는|아.까|배.웠.던.|
톱 없으니까 이쁘게 여기다 붙여줘	톱|없.으.니.까|이.쁘.게|여.기.다|붙.여.줘
예주 붙이는게 이게 뭐라고	예.주|붙.이.는.게|이.게|뭐.라.고
그렇게 한 번에 얘기하는 거에	그.렇.게|한|번.에|얘.기.하.는|거.에
톱이다 이렇게 하는 게 아니	톱.이.다|이.렇.게|하.는|게|아.니
이거는 예주 손톱하고 발톱 깎는 뭐라고	이.거.는|예.주|손.톱.하.고|발.톱|깎.는|뭐.라.고
손톱깎	손.톱.깎
뭐라고	뭐.라.고
손톱깎기도 우리 붙여줘	손.톱.깎.기.도|우.리|붙.여.줘
응 옳지 	응|옳.지.|
자 얘는 예주야 뭐라고요 우	자|얘.는|예.주.야|뭐.라.고.요|우
응 얘	응|얘
뭐라고	뭐.라.고
이건 모종삽이라고 하는 거	이.건|모.종.삽.이.라.고|하.는|거
응 모종	응|모.종
삽이 아니라 	삽.이|아.니.라.|
응 화분이나 꽃 심을 때에 쓰는 거	응|화.분.이.나|꽃|심.을|때.에|쓰.는|거
예주야 예주 덮고 자는 이	예.주.야|예.주|덮.고|자.는|이
이	이
이불 있으면 토끼 뭐 있었	이.불|있.으.면|토.끼|뭐|있.었
베	베
베	베
잘 때에 비는 베	잘|때.에|비.는|베
따다다다단 됐	따.다.다.다.단|됐
어 이쁜 바구니 있	어|이.쁜|바.구.니|있
바구	바.구
바구	바.구
여기다 붙이는 거에	여.기.다|붙.이.는|거.에
이건 찬 바닥 앉을 때에 추울까봐 깔고 앉는 방	이.건|찬|바.닥|앉.을|때.에|추.울.까.봐|깔.고|앉.는|방
뭐라고	뭐.라.고
뭐라고	뭐.라.고
얘는 쓰레받	얘.는|쓰.레.받
어 손 씼을 때에 비누가 있는데 비누 그림이 없어	어|손|씼.을|때.에|비.누.가|있.는.데|비.누|그.림.이|없.어
비누 그림 갖다가 붙여줄 거에	비.누|그.림|갖.다.가|붙.여.줄|거.에
비	비
뭐라고	뭐.라.고
뭐라고	뭐.라.고
자 이건 엄마가 요리할 때에 쓰는 후라이	자|이.건|엄.마.가|요.리.할|때.에|쓰.는|후.라.이
후라이	후.라.이
자 후라이팬도 예쁘게 갖다 붙여줄 거에	자|후.라.이.팬.도|예.쁘.게|갖.다|붙.여.줄|거.에
어떻게 붙여줘요 슝 이렇게 예쁘게 붙여줄 거에	어.떻.게|붙.여.줘.요|슝|이.렇.게|예.쁘.게|붙.여.줄|거.에
자 이름표 다 붙였어	자|이.름.표|다|붙.였.어
자 여기서부터 한 번만 읽고 할게	자|여.기.서.부.터|한|번.만|읽.고|할.게
도	도
다리	다.리
침	침
쓰레기	쓰.레.기
형광	형.광
사다	사.다
손톱깎	손.톱.깎
망	망
모종	모.종
베	베
이	이
바구	바.구
방	방
비	비
쓰레받	쓰.레.받
후라이	후.라.이
잘 했다 뽀	잘|했.다|뽀
