꼼 어딨니 꼼	꼼.어.딨.니.꼼
옳지 잘하네	옳.지.잘.하.네
응	응
또꼬삐야	또.꼬.삐.야
응	응
건 호랑이지 이건 사자고	건.호.랑.이.지.이.건.사.자.고
으응 그거는 호랭이지	으.응.그.거.는.호.랭.이.지
아이 잘하네	아.이.잘.하.네
얘는 누구니 얘	얘.는.누.구.니.얘
똑똑	똑.똑
아냐 거 북	아.냐.거.북
거북이	거.북.이
딱따구리	딱.따.구.리
딱다구리는 어느 책에 있니	딱.다.구.리.는.어.느.책.에.있.니
딱따구리는 어딨어	딱.따.구.리.는.어.딨.어
골라 봐	골.라.봐
딱따구리 나오는 책 골라봐	딱.따.구.리.나.오.는.책.골.라.봐
으응 골라보세요	으.응.골.라.보.세.요
아이구 잘 찾었네 딱따구리	아.이.구.잘.찾.었.네.딱.따.구.리
그 옆에 있는 걔는 누구야	그.옆.에.있.는.걔.는.누.구.야
아이구 그래	아.이.구.그.래
부엉이	부.엉.이
으헝	으.헝
그래	그.래
그러며는 얘는	그.러.며.는.얘.는
앵무새	앵.무.새
앵무새	앵.무.새
아이구 잘하네	아.이.구.잘.하.네
까치	까.치
으응	으.응
참새야 요거는	참.새.야.요.거.는
그 다음에 또 있어	그.다.음.에.또.있.어
보자	보.자
까치 있구 얘는	까.치.있.구.얘.는
독수리	독.수.리
얘는 뭐니	얘.는.뭐.니
아이구 꽁두 알어 아가씨	아.이.구.꽁.두.알.어.아.가.씨
얘는	얘.는
어어 얘는 공작	어.어.얘.는.공.작
공작하고 관음죽하고 어디가 비슷하게 생겼을까	공.작.하.고.관.음.죽.하.고.어.디.가.비.슷.하.게.생.겼.을.까
어디가 비슷해	어.디.가.비.슷.해
어어 입사구가 공작 깃털 비슷해	어.어.입.사.구.가.공.작.깃.털.비.슷.해
얘는	얘.는
얘	얘
얘는	얘.는
아이구 잘하네	아.이.구.잘.하.네
얘는	얘.는
딱딱딱	딱.딱.딱
까치까치 설날은 어저께고요	까.치.까.치.설.날.은.어.저.께.고.요
얘는 누구니	얘.는.누.구.니
응	응
얘 누구니	얘.누.구.니
어데로 가	어.데.로.가
손 가	손.가
얘는 누구야	얘.는.누.구.야
손 가께	손.가.께
으으	으.으
얘 누구야	얘.누.구.야
으으으 	으.으.으
너 큰일 날뻔 했어	너.큰.일.날.뻔.했.어
봐	봐
얘 누구라고	얘.누.구.라.고
또 그만 해	또.그.만.해
얘 누구야	얘.누.구.야
너 공중 서커스하러 태어났니	너.공.중.서.커.스.하.러.태.어.났.니
얘 누구게	얘.누.구.게
아야야 아우 아퍼	아.야.야.아.우.아.퍼
아이구 아퍼	아.이.구.아.퍼
얘 누구니	얘.누.구.니
응	응
얘 누구니	얘.누.구.니
어데로 가	어.데.로.가
엄마 진짜로 간다	엄.마.진.짜.로.간.다
그럼 지원이 뭐하고 있을래	그.럼.지.원.이.뭐.하.고.있.을.래
응	응
찐은 뭐할래	찐.은.뭐.할.래
찐도 갈래	찐.도.갈.래
엄마 가고 진도 가고	엄.마.가.고.진.도.가.고
어데로 가	어.데.로.가
응	응
책이 코	책.이.코
어느 책이	어.느.책.이
이거 접으라고	이.거.접.으.라.고
접었어	접.었.어
이것도 접어	이.것.도.접.어
접어 가지고 어떻게 할라구	접.어.가.지.고.어.떻.게.할.라.구
어디로 갈라구	어.디.로.갈.라.구
어디	어.디
자 책 갖고 와	자.책.갖.고.와
무슨 책 볼래	무.슨.책.볼.래
그거	그.거
봐봐	봐.봐
어느게 더 커	어.느.게.더.커
으음	으.음
작은 건 어느 거야	작.은.건.어.느.거.야
에이 이거 크구 이거 작구	에.이.이.거.크.구.이.거.작.구
이건 크구 이건 작구	이.건.크.구.이.건.작.구
어느 게 커	어.느.게.커
어느 게 작어	어.느.게.작.어
으응	으.응
그래	그.래
요거 뭐야	요.거.뭐.야
까치 찾아봐 니가	까.치.찾.아.봐.니.가
까치 여깄다	까.치.여.깄.다
응 새야 그거	응.새.야.그.거
응 부엉	응.부.엉
얘는	얘.는
뭐야	뭐.야
뭐야	뭐.야
딱따구리	딱.따.구.리
꽁 그래	꽁.그.래
그 다음에	그.다.음.에
까치야 그거는	까.치.야.그.거.는
지원이는 까치가 제일 이쁘니	지.원.이.는.까.치.가.제.일.이.쁘.니
이건	이.건
야 지원아 이거 뭐니	야.지.원.아.이.거.뭐.니
응	응
악어	악.어
악어	악.어
응	응
넣어요	넣.어.요
왜 넣어	왜.넣.어
다 보면서 넣야지 하나씩	다.보.면.서.넣.야.지.하.나.씩
이거는	이.거.는
야 여기 재미난 그림 있는데 이거 뭐니	야.여.기.재.미.난.그.림.있.는.데.이.거.뭐.니
요거 뭐니	요.거.뭐.니
요거 요거	요.거.요.거
그러면 요거	그.러.면.요.거
요거	요.거
어이구 어서 저렇게 심술이가 태어났는지 정말 기가 막혀 죽겠네	어.이.구.어.서.저.렇.게.심.술.이.가.태.어.났.는.지.정.말.기.가.막.혀.죽.겠.네
그건 여기 꺼 아냐 여기 꺼지	그.건.여.기.꺼.아.냐.여.기.꺼.지
저 책에 꺼지	저.책.에.꺼.지
여깄잖아 여기	여.깄.잖.아.여.기
그건 저기 꺼야	그.건.저.기.꺼.야
얘는 누구야	얘.는.누.구.야
얘는	얘.는
얘	얘
얘 누구야	얘.누.구.야
얘는	얘.는
얘 누구야	얘.누.구.야
얘 누구야	얘.누.구.야
넌 기본적으로 하고 싶지가 않아	넌.기.본.적.으.로.하.고.싶.지.가.않.아
지원이 이거는 뭐니	지.원.이.이.거.는.뭐.니
다람쥐 옆에 있는 거 얘	다.람.쥐.옆.에.있.는.거.얘
요건 다람쥐고 얜	요.건.다.람.쥐.고.얜
찐이야 너 말 안하니	찐.이.야.너.말.안.하.니
엄마 아퍼	엄.마.아.퍼
아아 포포칙칙하는거야	아.아.포.포.칙.칙.하.는.거.야
누구랑	누.구.랑
아빠랑 또	아.빠.랑.또
함머니랑	함.머.니.랑
으응 앉었어	으.응.앉.었.어
그럼 섰어해봐	그.럼.섰.어.해.봐
아빠 누웠어섰어	아.빠.누.웠.어.섰.어
으응 할머니 떨어져서 아퍼	으.응.할.머.니.떨.어.져.서.아.퍼
나섯네	나.섯.네
얘 지원아	얘.지.원.아
왜 이사람이 할머니라고 생각하니 너는	왜.이.사.람.이.할.머.니.라.고.생.각.하.니.너.는
응	응
왜 이거는 엄마같지 않은데 엄마래 왜	왜.이.거.는.엄.마.같.지.않.은.데.엄.마.래.왜
왜 엄마야	왜.엄.마.야
응 왜	응.왜
응	응
으응	으.응
으응 그랬어	으.응.그.랬.어
무슨 소린지 엄만 잘 모르겠네	무.슨.소.린.지.엄.만.잘.모.르.겠.네
헤헤	헤.헤
그랬어	그.랬.어
벌레 물린 거 다 나았나보자	벌.레.물.린.거.다.나.았.나.보.자
다 나았네	다.나.았.네
야 지원아 이거 뭐니	야.지.원.아.이.거.뭐.니
일루 와봐	일.루.와.봐
꼬꼬	꼬.꼬
꼬꼬댁	꼬.꼬.댁
그건 왜 만져	그.건.왜.만.져
이 사람은 누구야	이.사.람.은.누.구.야
이사람이	이.사.람.이
아빠야 이사람	아.빠.야.이.사.람
아빠두 치마 입었어	아.빠.두.치.마.입.었.어
이거 뭐야	이.거.뭐.야
응	응
화장품	화.장.품
아유 화장품이 많구나	아.유.화.장.품.이.많.구.나
찐이 화장품	찐.이.화.장.품
누구 화장 시켜 줄까	누.구.화.장.시.켜.줄.까
응	응
찐이는 화장 누구 시켜 줄래	찐.이.는.화.장.누.구.시.켜.줄.래
찐이 잘 잤니	찐.이.잘.잤.니
엄마두 찐두 다 잘 잤어	엄.마.두.찐.두.다.잘.잤.어
으응	으.응
어디 앉어	어.디.앉.어
요기	요.기
누가 앉어서 화장해	누.가.앉.어.서.화.장.해
찐이가	찐.이.가
할머니 앉으세요 했어	할.머.니.앉.으.세.요.했.어
그럼 할머니 앉으세요 	그.럼.할.머.니.앉.으.세.요
이거는 뭐냐	이.거.는.뭐.냐
응	응
찐이 화장했어	찐.이.화.장.했.어
찐 집이 	찐.집.이
아기 집이	아.기.집.이
누구 집이	누.구.집.이
응	응
엉 아빠 집이 요기	엉.아.빠.집.이.요.기
차는 빵빵	차.는.빵.빵
그게 무슨 얘기야	그.게.무.슨.얘.기.야
차	차
누구차	누.구.차
아빠 차	아.빠.차
응	응
엄마 차 있어	엄.마.차.있.어
없어	없.어
찐 차는	찐.차.는
찐 차 있어	찐.차.있.어
오 떨어졌다	오.떨.어.졌.다
오오 찐차는 저기 있다고	오.오.찐.차.는.저.기.있.다.고
응	응
찐아 우리 책 보까	찐.아.우.리.책.보.까
응	응
어느 책 보까	어.느.책.보.까
코	코
이거는	이.거.는
응	응
요거는	요.거.는
일 	일
일 	일
일	일
응 삼	응.삼
그래	그.래
요거는	요.거.는
오이 그래	오.이.그.래
이거는	이.거.는
일	일
일	일
요건 뭐라고	요.건.뭐.라.고
요거는	요.거.는
삼	삼
요거	요.거
일	일
이거	이.거
응	응
응	응
찐도 철오빠도 할머니도 엄마도 시이소탔지	찐.도.철.오.빠.도.할.머.니.도.엄.마.도.시.이.소.탔.지
아빠도	아.빠.도
으응 이건 뭐야	으.응.이.건.뭐.야
아빠 커피 엄마 커피	아.빠.커.피.엄.마.커.피
녹음이 잘안되겠다	녹.음.이.잘.안.되.겠.다
찐이 뭐해요	찐.이.뭐.해.요
말로 해보세요	말.로.해.보.세.요
화장 그래봐	화.장.그.래.봐
화장	화.장
화장 그래봐	화.장.그.래.봐
뭐해	뭐.해
아이구 잘하네	아.이.구.잘.하.네
후후	후.후
아이구 아이구 후후후	아.이.구.아.이.구.후.후.후
그 다음에 또	그.다.음.에.또
그건 뭐야	그.건.뭐.야
컵	컵
어떻게 하는 거야	어.떻.게.하.는.거.야
열어 보세요	열.어.보.세.요
기저귀 벗자	기.저.귀.벗.자
일어 서봐	일.어.서.봐
짠	짠
쉬 안했네요	쉬.안.했.네.요
오 	오
쉬 안했다	쉬.안.했.다
그 안에 뭐 들었니	그.안.에.뭐.들.었.니
화장	화.장
응	응
아이구 잘하네	아.이.구.잘.하.네
아구구구	아.구.구.구
찐이 잘 잤어	찐.이.잘.잤.어
철오빠 이뻐	철.오.빠.이.뻐
어데 이뻐	어.데.이.뻐
머리도	머.리.도
다 이뻐	다.이.뻐
철 오빠는	철.오.빠.는
응	응
근데 너 왜 철 오빠랑 싸워	근.데.너.왜.철.오.빠.랑.싸.워
응	응
왜 싸워	왜.싸.워
맘맘 먹다 싸워	맘.맘.먹.다.싸.워
왜	왜
왜 철 오빠 이쁜데 싸워	왜.철.오.빠.이.쁜.데.싸.워
미워	미.워
철 오빠 미	철.오.빠.미
철 오빠 예뻐	철.오.빠.예.뻐
왜 미	왜.미
왜	왜
찐이 예뻐	찐.이.예.뻐
으응 아이구	으.응.아.이.구
화장 잘도 하네	화.장.잘.도.하.네
찐 집이는 치울까	찐.집.이.는.치.울.까
응	응
엄마 화장해줘봐	엄.마.화.장.해.줘.봐
뚜껑 열고 하라고	뚜.껑.열.고.하.라.고
괜찮아 엄마 머리 	괜.찮.아.엄.마.머.리
찐이 머리	찐.이.머.리
오 후후	오.후.후
잘 빗어 지네	잘.빗.어.지.네
찐 입	찐.입
응 찐 제일 이뻐	응.찐.제.일.이.뻐
응 엄마 해줘봐	응.엄.마.해.줘.봐
헤헤헤헤 찐 빗은 정말 쪼그마네	헤.헤.헤.헤.찐.빗.은.정.말.쪼.그.마.네
그치	그.치
응	응
아이 머리 잘 빗네	아.이.머.리.잘.빗.네
그러며는 책이 읽어 보자 우리	그.러.며.는.책.이.읽.어.보.자.우.리
책 갖고 오세요오	책.갖.고.오.세.요.오
오 경대가 넘어졌다	오.경.대.가.넘.어.졌.다
오	오
포도	포.도
포도가 어딨어	포.도.가.어.딨.어
바다	바.다
으응 포도 쥬스 준다고	으.응.포.도.쥬.스.준.다.고
포도 쥬스 만들어 주세요 그럼	포.도.쥬.스.만.들.어.주.세.요.그.럼
응 차 치워 버리고	응.차.치.워.버.리.고
으응 포도 쥬스 만들어 주세요	으.응.포.도.쥬.스.만.들.어.주.세.요
포도 물	포.도.물
응 자 주세요	응.자.주.세.요
지원이 먹을 물	지.원.이.먹.을.물
자 물	자.물
포도 어디 갔어	포.도.어.디.갔.어
쉬 고기서 해	쉬.고.기.서.해
어 뭔가가 떨어졌다	어.뭔.가.가.떨.어.졌.다
거기 뭐 있니	거.기.뭐.있.니
어이구 어디 어디 어디	어.이.구.어.디.어.디.어.디
뭐	뭐
엄마 빼 줄께 염려 마	엄.마.빼.줄.께.염.려.마
어어 화장품이 들어갔어	어.어.화.장.품.이.들.어.갔.어
씻어서 주께	씻.어.서.주.께
야 지원아 책 갖고와	야.지.원.아.책.갖.고.와
어디 오빠 꺼	어.디.오.빠.꺼
일루 갖구 와 봐	일.루.갖.구.와.봐
으응 아빠 꺼 엄마 꺼	으.응.아.빠.꺼.엄.마.꺼
응 아빠 꺼 찐 꺼	응.아.빠.꺼.찐.꺼
책이 갖구와 보세요	책.이.갖.구.와.보.세.요
어느 게 아빠 꺼	어.느.게.아.빠.꺼
응 어느 게 큰 거니	응.어.느.게.큰.거.니
으응	으.응
작은 거는	작.은.거.는
응	응
여기서는 어는 게 커	여.기.서.는.어.는.게.커
응	응
이 둘 중에 어는 게 커	이.둘.중.에.어.는.게.커
그래 어느게 더 큰 거냐구	그.래.어.느.게.더.큰.거.냐.구
응	응
그래 나비	그.래.나.비
누가 더 크니	누.가.더.크.니
그럼 어느게 아빠니	그.럼.어.느.게.아.빠.니
응	응
으응 이게 더 커	으.응.이.게.더.커
어느게 작어	어.느.게.작.어
어느 게 작어	어.느.게.작.어
응 그래	응.그.래
어느게 더 커	어.느.게.더.커
이거 뭐야	이.거.뭐.야
거북	거.북
거오빠가 아니라 거북	거.오.빠.가.아.니.라.거.북
거북	거.북
또 해봐 거북	또.해.봐.거.북
응 거북	응.거.북
오 찐 삐누	오.찐.삐.누
오오 이따 목욕할 때 삐누하자	오.오.이.따.목.욕.할.때.삐.누.하.자
응 그래 비누해 가지고 이렇게 세수해	응.그.래.비.누.해.가.지.고.이.렇.게.세.수.해
으응 세수 많이 했어	으.응.세.수.많.이.했.어
아이구 착하네	아.이.구.착.하.네
오오 뭐 들었어	오.오.뭐.들.었.어
꽃이 들었어	꽃.이.들.었.어
누가	누.가
응 토치가 꽃이를 듣고 있어	응.토.치.가.꽃.이.를.듣.고.있.어
으응	으.응
응	응
응	응
응	응
찐두	찐.두
엄마가 맘맘 만들어서 누구 줬어	엄.마.가.맘.맘.만.들.어.서.누.구.줬.어
토치 줬어	토.치.줬.어
그래서 토치는 뭐하고 있어	그.래.서.토.치.는.뭐.하.고.있.어
얘는 누구야	얘.는.누.구.야
응 말이 우유 캄했어	응.말.이.우.유.캄.했.어
응 말이 우유 다 먹었어	응.말.이.우.유.다.먹.었.어
으음	으.음
이거는 뭐니	이.거.는.뭐.니
누가 들고 있어	누.가.들.고.있.어
응 토치가 뭐를 들고 있어	응.토.치.가.뭐.를.들.고.있.어
오오 그래	오.오.그.래
이건 뭐하는 거야	이.건.뭐.하.는.거.야
응	응
으으 그게 뭔데	으.으.그.게.뭔.데
으응 쭈쿠 쭈쿠 바느질하는 거야	으.응.쭈.쿠.쭈.쿠.바.느.질.하.는.거.야
응 바느질	응.바.느.질
응 바느질	응.바.느.질
응	응
응	응
응 할머니가 찐 안고 그네 태워 줬어	응.할.머.니.가.찐.안.고.그.네.태.워.줬.어
네에	네.에
응 할머니가 이렇게 밀어 주고	응.할.머.니.가.이.렇.게.밀.어.주.고
엄마도 어제 이렇게 밀어 줬지	엄.마.도.어.제.이.렇.게.밀.어.줬.지
어제도 엄마가 찐 그네 밀어 줬잖아	어.제.도.엄.마.가.찐.그.네.밀.어.줬.잖.아
그래	그.래
어제 그리고 오빠들이 지원이 이렇게 밀어 줬지	어.제.그.리.고.오.빠.들.이.지.원.이.이.렇.게.밀.어.줬.지
응	응
이쁘다 그러면서	이.쁘.다.그.러.면.서
그치이	그.치.이
오늘도 이따 또 가서 그네 탈까	오.늘.도.이.따.또.가.서.그.네.탈.까
그래 그러자아	그.래.그.러.자.아
그래 이만큼 타자	그.래.이.만.큼.타.자
응	응
또 뭐 볼까	또.뭐.볼.까
차 보자	차.보.자
응 요렇게 코 자	응.요.렇.게.코.자
아파가지고	아.파.가.지.고
응 요건 뭐니	응.요.건.뭐.니
이 뻐	이.뻐
뭐가 이 뻐	뭐.가.이.뻐
응 토치가 이 뻐	응.토.치.가.이.뻐
이따 나갈 때 비오면 펑 하는 거지	이.따.나.갈.때.비.오.면.펑.하.는.거.지
응	응
응	응
호호 언니가 찐이 안고 펑 쓰고 갔었어	호.호.언.니.가.찐.이.안.고.펑.쓰.고.갔.었.어
으응 그래 그래	으.응.그.래.그.래
펑 쓰니까 재밌디	펑.쓰.니.까.재.밌.디
근희 언니가 지원이 펑해줬어	근.희.언.니.가.지.원.이.펑.해.줬.어
응 아빠 펑 찐 펑	응.아.빠.펑.찐.펑
응	응
삐	삐
그게 뭔데	그.게.뭔.데
그게 뭐야	그.게.뭐.야
뭔데	뭔.데
응	응
아빠가 사다 준대	아.빠.가.사.다.준.대
응	응
응 그럼 찐이가 먹는다고	응.그.럼.찐.이.가.먹.는.다.고
오 집이 팍	오.집.이.팍
이래서 악	이.래.서.악
하고 먹어	하.고.먹.어
으응 맛있어 그래서	으.응.맛.있.어.그.래.서
으응	으.응
아까 찐이 할머니하고 전화했니	아.까.찐.이.할.머.니.하.고.전.화.했.니
할머니가 뭐라 그랬어	할.머.니.가.뭐.라.그.랬.어
응 안녕 그랬어	응.안.녕.그.랬.어
할머니 어디 갔어	할.머.니.어.디.갔.어
집에	집.에
뭐 타고	뭐.타.고
차지	차.지
차타고 비행기 타고	차.타.고.비.행.기.타.고
찐 책이 여기 있어	찐.책.이.여.기.있.어
여기다 그려	여.기.다.그.려
자	자
그 머리삔 어디 있어	그.머.리.삔.어.디.있.어
요기 요기	요.기.요.기
응 고거	응.고.거
왜 이거 꼈어	왜.이.거.꼈.어
응	응
왜 이거 했어	왜.이.거.했.어
엄마가 해 줬어	엄.마.가.해.줬.어
왜 해줬어	왜.해.줬.어
왜 이만큼 해 줬어	왜.이.만.큼.해.줬.어
우자자자자자	우.자.자.자.자.자
왜 해 줬어 엄마가	왜.해.줬.어.엄.마.가
응	응
야 궁둥이 나왔다 너	야.궁.둥.이.나.왔.다.너
궁둥이에 막 땀띠가 똥똥	궁.둥.이.에.막.땀.띠.가.똥.똥
하하 찐아 너 여기 되게 우스운 얼굴 있다	하.하.찐.아.너.여.기.되.게.우.스.운.얼.굴.있.다
이 얼굴 봐	이.얼.굴.봐
찐이 어디 있는 거니 지금	찐.이.어.디.있.는.거.니.지.금
찐이야	찐.이.야
으응	으.응
찐이가 지금 뭐하니	찐.이.가.지.금.뭐.하.니
까까 먹어	까.까.먹.어
까까	까.까
그게 	그.게
얼굴이 비틀어지겠네	얼.굴.이.비.틀.어.지.겠.네
아니야	아.니.야
시이 그랬어	시.이.그.랬.어
언제	언.제
응	응
그게 뭐야	그.게.뭐.야
하니	하.니
하니가 뭔데	하.니.가.뭔.데
야 언니 지원이 보고 싶니	야.언.니.지.원.이.보.고.싶.니
